Customer,State,Customer Lifetime Value,Response,Coverage_Ext,Coverage_Pre,Edu_College,Edu_Bach,Edu_Master,Edu_Doctor,Effective To Date,Employ_Unemp,Employ_Dis,Employ_Med,Employ_Ret,Gender,Income,Locat_Sub,Locat_Rural,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy_Cor,Policy_Spe,Level_2,Level_3,Renew_O2,Renew_O3,Renew_O4,Sales_Bch,Sales_Call,Sales_Web,Total Claim Amount,Vehicle Class,Vehicle_Med,Vehicle_Large
NZ83890,California,5081.741976,No,0,0,0,0,0,0,2002/4/11,1,0,0,0,F,0,0,1,Married,69,17,76,0,7,0,0,0,0,0,1,0,1,0,0,93.697638,Two-Door Car,1,0
QV24282,California,5363.531017,No,0,0,0,1,0,0,1/20/11,0,0,0,0,F,43879,0,0,Single,69,19,60,0,5,1,0,0,1,0,0,0,1,0,0,242.133552,Four-Door Car,1,0
YF67162,California,2429.600516,No,0,0,0,0,0,0,1/28/11,0,0,0,0,F,23941,1,0,Married,61,12,1,0,1,1,0,1,0,0,1,0,0,0,0,292.8,Four-Door Car,1,0
YE20366,California,7183.071115,No,0,0,0,1,0,0,2001/9/11,0,0,1,0,M,14390,1,0,Single,65,16,4,0,2,0,0,1,0,0,0,0,0,0,0,402.778867,Four-Door Car,1,0
PN77420,California,5376.88732,No,0,0,1,0,0,0,2/23/11,0,0,0,0,M,30039,1,0,Single,70,21,52,0,9,1,0,0,1,0,1,0,0,0,0,498.612632,Four-Door Car,1,0
CF26207,California,7019.177186,Yes,0,0,1,0,0,0,1/23/11,0,0,0,1,M,26806,1,0,Married,63,32,19,0,2,0,0,1,0,0,0,0,0,0,0,302.4,Four-Door Car,1,0
WH24638,California,7079.170237,No,1,0,1,0,0,0,2/28/11,0,0,0,0,F,24450,0,0,Married,90,4,65,0,4,0,0,1,0,0,1,0,0,0,0,250.959093,Four-Door Car,1,0
YQ16427,California,2415.83485,No,0,0,0,0,0,0,2002/3/11,1,0,0,0,F,0,1,0,Married,64,26,17,0,1,0,0,0,1,1,0,0,0,0,1,360.217299,Four-Door Car,0,1
AZ90068,California,8193.160528,No,0,0,1,0,0,0,2/26/11,0,0,0,0,M,89219,1,0,Single,73,12,9,4,2,0,0,0,1,1,0,0,1,0,0,350.4,Four-Door Car,1,0
PL59209,California,6952.651187,No,0,0,1,0,0,0,1/16/11,1,0,0,0,F,0,1,0,Single,73,2,38,3,2,1,0,0,0,1,0,0,0,0,0,525.6,Four-Door Car,1,0
VK93542,California,7465.980556,No,0,0,0,0,0,0,2/16/11,1,0,0,0,M,0,1,0,Single,109,4,33,0,8,0,0,0,1,0,1,0,1,0,0,784.8,SUV,1,0
NE70589,California,13220.80421,No,0,0,1,0,0,0,1/20/11,0,1,0,0,M,29504,1,0,Married,117,24,90,0,2,0,0,1,0,0,0,0,1,0,0,809.039071,SUV,1,0
AT52647,California,4014.9185,No,0,0,0,0,0,0,2/22/11,1,0,0,0,F,0,1,0,Single,113,35,29,0,1,0,0,0,0,1,0,0,0,1,0,1305.275432,SUV,1,0
CW38361,California,8744.727173,No,0,0,0,1,0,0,2002/10/11,0,0,0,0,M,61706,0,1,Married,110,6,71,0,7,1,0,0,1,0,1,0,0,1,0,223.905524,SUV,0,0
BZ92811,California,5948.98896,No,0,1,0,0,0,0,2/20/11,0,0,0,0,F,88122,1,0,Married,148,15,10,0,1,1,0,1,0,1,0,0,0,1,0,840.231575,SUV,1,0
ON68006,California,5520.149969,No,0,0,0,1,0,0,1/16/11,0,0,0,0,F,26129,1,0,Divorced,70,4,38,0,3,0,0,1,0,0,0,0,0,0,0,419.187114,Four-Door Car,1,0
VG58889,California,5040.775434,No,0,0,0,1,0,0,1/31/11,0,1,0,0,F,22350,1,0,Married,66,9,3,0,5,1,0,0,1,0,0,0,0,0,0,316.8,Two-Door Car,0,1
MI42935,California,5654.593045,No,1,0,0,1,0,0,2001/4/11,1,0,0,0,F,0,1,0,Single,83,0,12,0,7,0,0,1,0,0,1,0,0,1,0,597.6,Four-Door Car,1,0
OS21957,California,8896.500265,No,0,0,0,0,0,0,1/21/11,0,0,0,0,F,26201,0,1,Married,112,4,48,0,8,0,0,1,0,0,0,1,0,1,0,168.901895,SUV,0,0
JG21385,California,8715.945469,No,1,0,0,1,0,0,2/25/11,1,0,0,0,M,0,1,0,Single,84,33,20,0,2,0,0,0,1,0,1,0,1,0,0,604.8,Four-Door Car,1,0
CT62892,California,7868.808884,No,0,0,0,1,0,0,2001/10/11,1,0,0,0,F,0,1,0,Married,107,28,14,0,7,0,0,0,1,0,0,0,0,0,0,513.6,SUV,0,0
IE97795,California,6878.008403,No,1,0,0,0,0,0,2002/5/11,0,0,0,0,M,39020,1,0,Married,87,0,4,0,5,1,0,0,0,0,1,0,0,0,0,485.01384,Four-Door Car,0,0
DM59629,California,6411.675304,No,1,0,0,1,0,0,2002/8/11,0,0,0,0,F,47606,1,0,Divorced,81,24,50,0,4,0,0,0,1,0,1,0,0,0,0,388.8,Two-Door Car,0,0
SH48087,California,10144.3094,No,1,0,1,0,0,0,1/29/11,0,0,1,0,F,27231,1,0,Married,88,0,7,0,2,0,0,1,0,0,0,0,1,0,0,422.4,Four-Door Car,1,0
WG93963,California,8575.961719,No,1,0,1,0,0,0,2002/10/11,0,0,0,0,F,39946,1,0,Divorced,218,23,99,0,1,0,0,0,0,0,0,0,1,0,0,1046.4,Luxury SUV,0,0
OQ88395,California,4510.542608,No,0,0,1,0,0,0,2002/4/11,0,0,0,0,M,84300,0,1,Married,111,13,0,0,1,1,0,0,1,1,0,0,1,0,0,202.22495,SUV,1,0
XH46220,California,3746.751625,Yes,1,0,1,0,0,0,2/26/11,0,0,0,0,F,41479,0,1,Married,94,14,38,1,1,1,0,1,0,1,0,0,0,1,0,19.575683,Two-Door Car,0,1
BK61065,California,5479.555081,Yes,0,0,0,0,1,0,1/13/11,0,0,0,0,M,56005,1,0,Married,68,31,30,1,3,0,0,1,0,0,0,0,1,0,0,326.4,Four-Door Car,0,0
UD87700,California,7164.011997,No,0,0,0,0,0,0,2002/10/11,1,0,0,0,M,0,1,0,Single,108,19,97,0,9,1,0,0,1,0,0,0,0,0,0,1260.456194,SUV,0,1
CO19402,California,13265.51039,No,0,0,0,1,0,0,2001/9/11,0,0,0,0,F,99617,0,1,Married,109,1,62,0,2,0,0,1,0,0,1,0,0,0,0,74.934678,SUV,1,0
KJ29915,California,5246.278375,Yes,0,0,0,1,0,0,1/21/11,0,0,0,0,F,28909,1,0,Married,66,15,66,0,8,0,0,1,0,0,0,0,0,0,0,456.702735,Two-Door Car,1,0
JX52708,California,4556.068318,No,0,0,0,1,0,0,2/14/11,0,0,1,0,M,25617,1,0,Divorced,63,22,3,0,3,0,0,0,1,1,0,0,0,1,0,302.4,Two-Door Car,1,0
OT42923,California,2751.250209,No,0,0,0,0,0,0,2/20/11,0,0,0,0,M,86788,1,0,Single,70,32,68,0,1,0,0,0,1,1,0,0,0,0,0,336,Four-Door Car,1,0
DL34364,California,2914.09461,No,1,0,0,0,0,0,1/25/11,0,1,0,0,M,28523,1,0,Married,77,15,12,0,1,1,0,0,0,0,1,0,0,0,0,369.6,Four-Door Car,0,1
WX16610,California,5824.767025,No,0,0,0,1,0,0,2/20/11,0,0,0,0,F,38492,0,0,Married,72,27,34,0,3,0,0,0,1,1,0,0,1,0,0,207.901654,Four-Door Car,1,0
NH76558,California,5755.18214,No,0,0,0,0,0,0,1/26/11,0,0,0,0,F,97657,0,1,Married,71,2,19,0,8,0,0,1,0,1,0,0,1,0,0,107.325235,Two-Door Car,1,0
SQ14756,California,2424.690776,No,0,0,0,0,1,0,1/29/11,0,0,0,0,M,49008,1,0,Married,61,11,74,1,1,0,0,0,0,0,0,0,1,0,0,292.8,Four-Door Car,1,0
EP64069,California,5138.244998,No,0,0,0,1,0,0,2001/8/11,0,0,0,0,F,72264,0,0,Married,64,2,66,0,9,1,0,0,1,0,1,0,0,0,1,272.649844,Four-Door Car,1,0
IS63817,California,6047.02516,Yes,1,0,1,0,0,0,2/19/11,0,0,0,0,M,20396,1,0,Married,76,15,60,1,4,1,0,1,0,0,0,0,1,0,0,364.8,Four-Door Car,1,0
UC83161,California,6106.468745,No,0,1,0,0,0,0,2001/4/11,0,0,0,0,F,60234,0,1,Married,152,14,98,0,1,0,0,1,0,0,1,0,0,0,1,136.217066,SUV,1,0
DL45122,California,3329.887725,No,1,0,0,1,0,0,2/17/11,0,0,0,0,M,75556,1,0,Married,84,24,78,0,1,1,0,0,1,1,0,0,0,0,0,498.927007,Four-Door Car,0,0
KB90953,California,40132.01135,No,1,0,0,1,0,0,2/24/11,0,0,0,0,F,98710,0,0,Married,123,21,42,0,2,0,0,1,0,1,0,0,1,0,0,587.391029,Sports Car,1,0
EX72956,California,5095.365993,No,0,0,0,1,0,0,1/27/11,0,0,0,0,F,69461,0,1,Single,64,7,61,0,6,0,0,1,0,0,1,0,1,0,0,101.417253,Two-Door Car,0,1
YN15016,California,4471.747876,No,0,0,0,0,0,0,2/26/11,1,0,0,0,M,0,1,0,Single,68,35,98,2,9,0,0,0,1,0,0,0,1,0,0,489.6,Four-Door Car,1,0
GW56797,California,8773.507548,No,1,0,0,0,0,0,2002/6/11,1,0,0,0,M,0,1,0,Single,87,24,53,0,2,0,0,0,1,0,0,1,1,0,0,626.4,Four-Door Car,1,0
QR57842,California,10351.37265,No,1,0,1,0,0,0,2001/7/11,0,0,0,0,F,73895,1,0,Married,129,2,31,0,7,1,0,0,0,0,0,1,1,0,0,825.416826,SUV,1,0
TB53616,California,10408.96865,Yes,0,0,0,0,0,0,2/18/11,0,0,0,1,M,20228,1,0,Divorced,101,3,43,1,2,0,0,0,1,0,0,0,1,0,0,523.815839,SUV,1,0
JN10602,California,8201.330033,No,0,0,0,0,1,0,2002/12/11,0,0,0,0,F,81785,1,0,Divorced,67,12,44,0,2,0,0,1,0,0,0,0,0,0,0,321.6,Four-Door Car,0,1
VI94769,California,2248.449633,Yes,0,0,0,1,0,0,1/29/11,0,0,0,1,F,24910,1,0,Single,63,7,63,1,1,0,0,0,0,0,0,0,1,0,0,347.857619,Four-Door Car,1,0
BQ60673,California,5205.024842,No,0,0,0,1,0,0,1/14/11,0,0,0,0,M,32946,1,0,Married,66,13,7,0,6,1,0,0,1,0,0,0,1,0,0,316.8,Two-Door Car,0,0
JK68578,California,15306.13396,No,0,0,0,0,0,0,2002/6/11,0,0,0,0,F,83868,0,1,Married,189,30,91,0,7,1,0,1,0,0,0,0,0,0,0,134.836237,Luxury Car,1,0
OI39449,California,8002.308333,Yes,0,0,1,0,0,0,2001/11/11,1,0,0,0,F,0,1,0,Married,107,3,65,0,3,0,0,1,0,0,0,0,0,0,0,513.6,SUV,1,0
NJ29981,California,4553.185557,No,1,0,0,0,0,0,2002/10/11,1,0,0,0,M,0,1,0,Married,124,1,43,0,1,1,0,0,1,0,0,0,1,0,0,714.494746,SUV,1,0
ZO16199,California,5354.365535,No,0,0,0,0,0,0,2/16/11,0,1,0,0,F,17099,1,0,Married,69,13,28,0,9,0,0,1,0,0,0,0,0,0,1,331.2,Four-Door Car,0,0
HB12866,California,7449.855125,No,1,0,0,0,0,0,2/26/11,1,0,0,0,F,0,1,0,Single,206,7,82,0,1,0,0,1,0,1,0,0,0,0,0,1483.2,Luxury SUV,0,1
DQ19344,California,3112.049841,No,1,0,1,0,0,0,2/24/11,0,0,0,0,M,33046,0,1,Married,79,14,26,0,1,0,0,0,1,0,0,1,1,0,0,181.538354,Four-Door Car,1,0
GH35369,California,4386.277558,Yes,0,0,1,0,0,0,2002/11/11,0,0,0,1,M,10621,1,0,Single,67,28,22,0,5,0,0,0,1,0,0,0,0,0,0,321.6,Four-Door Car,1,0
QR26617,California,4865.848218,No,0,0,0,1,0,0,2/19/11,0,0,0,0,M,21498,1,0,Married,63,23,72,0,9,1,0,0,0,1,0,0,0,0,0,302.4,Four-Door Car,1,0
QZ34525,California,6993.380588,No,0,0,0,1,0,0,2/21/11,1,0,0,0,M,0,1,0,Single,66,7,59,0,2,0,0,0,1,0,0,0,0,0,0,439.701118,Four-Door Car,1,0
IU62399,California,5860.48309,No,0,0,0,1,0,0,2/25/11,0,0,0,0,F,36889,0,0,Married,74,24,82,1,3,0,0,1,0,0,0,0,0,0,0,192.186026,Four-Door Car,1,0
OH23893,California,9115.57169,No,0,0,0,1,0,0,2/15/11,0,0,0,0,F,69588,0,1,Married,114,19,45,0,6,0,0,0,0,0,0,0,1,0,0,173.080024,SUV,1,0
ZX83542,California,5300.686394,No,0,0,0,0,1,0,2/16/11,0,1,0,0,M,26585,0,0,Married,69,26,23,0,4,1,0,0,1,0,0,0,0,1,0,308.651195,Four-Door Car,0,1
CO16841,California,3630.269217,No,0,0,0,1,0,0,2/16/11,1,0,0,0,F,0,1,0,Single,101,34,53,0,1,1,0,1,0,1,0,0,0,0,1,727.2,SUV,0,0
MV81355,California,8819.018934,Yes,0,0,0,0,0,0,2001/10/11,0,0,0,0,M,99845,1,0,Married,110,23,25,1,8,0,0,1,0,1,0,0,1,0,0,528,SUV,1,0
HU22390,California,5389.499465,Yes,1,0,1,0,0,0,2001/7/11,0,0,0,0,M,66429,0,1,Married,136,35,93,0,1,1,0,0,1,1,0,0,0,0,0,57.712985,Sports Car,1,0
YS74016,California,3123.080994,Yes,0,0,0,1,0,0,2/19/11,1,0,0,0,M,0,1,0,Married,101,1,83,4,1,0,0,1,0,0,0,0,0,0,0,960.115399,SUV,0,1
PU33703,California,2435.321545,No,0,0,1,0,0,0,2/17/11,0,0,0,0,F,43721,1,0,Married,61,5,84,0,1,0,0,1,0,1,0,0,1,0,0,292.8,Four-Door Car,0,0
PJ59176,California,8754.233404,No,0,0,0,0,0,0,2002/6/11,0,0,0,0,M,51209,0,1,Married,109,35,3,0,6,0,0,0,1,0,0,0,0,1,0,39.49793,SUV,1,0
ML68781,California,2628.563096,No,0,0,1,0,0,0,1/21/11,0,0,0,0,F,84498,0,0,Married,65,18,83,0,1,0,0,0,1,1,0,0,1,0,0,255.210049,Four-Door Car,1,0
JI93499,California,6669.184698,No,0,0,0,0,0,0,1/17/11,1,0,0,0,M,0,1,0,Married,65,30,5,1,2,1,0,0,0,0,1,0,0,0,0,312,Four-Door Car,1,0
NY90858,California,6765.800532,No,1,0,1,0,0,0,2/24/11,0,0,0,0,M,59034,0,0,Married,85,0,85,0,3,0,0,0,1,0,0,0,0,0,0,378.75258,Four-Door Car,1,0
IZ76711,California,10013.77995,No,1,0,0,1,0,0,2002/8/11,1,0,0,0,F,0,1,0,Married,135,26,38,0,3,0,0,1,0,1,0,0,1,0,0,773.690268,Sports Car,1,0
BT78461,California,11288.17204,No,0,0,1,0,0,0,1/31/11,0,0,0,0,F,96399,0,0,Married,70,1,28,0,2,0,0,0,0,1,0,0,0,0,0,307.89535,Four-Door Car,1,0
PS68884,California,4686.469674,Yes,0,0,1,0,0,0,2002/12/11,0,0,0,0,M,58089,1,0,Married,118,31,83,0,1,1,0,0,1,0,0,0,0,0,0,566.4,SUV,1,0
EY71439,California,7131.731291,No,0,0,0,0,0,0,2001/10/11,1,0,0,0,M,0,1,0,Single,103,29,58,0,3,1,0,1,0,0,1,0,0,1,0,741.6,Sports Car,0,0
TO84268,California,9051.712161,No,0,1,0,0,1,0,2001/12/11,0,0,0,0,M,60964,0,0,Married,113,21,16,0,4,0,0,1,0,0,1,0,0,0,0,327.723713,Four-Door Car,1,0
UH93563,California,5306.162741,No,0,0,1,0,0,0,2/24/11,0,0,0,0,M,42871,1,0,Married,67,2,13,0,6,1,0,0,1,0,1,0,0,0,1,321.6,Four-Door Car,0,0
GD57363,California,5133.635886,No,0,0,1,0,0,0,2/27/11,0,0,0,0,M,38795,0,1,Married,65,23,64,0,3,0,0,1,0,1,0,0,0,0,0,98.354737,Four-Door Car,1,0
LU36517,California,11124.60499,No,0,1,0,1,0,0,1/19/11,1,0,0,0,M,0,1,0,Single,112,25,69,0,2,0,0,1,0,0,1,0,0,0,0,806.4,Two-Door Car,0,0
DO93657,California,7285.103913,No,1,0,0,0,1,0,2001/9/11,0,0,0,0,M,57134,1,0,Married,91,6,6,1,8,0,0,0,1,0,0,0,1,0,0,436.8,Two-Door Car,1,0
EF41225,California,14627.92807,No,1,0,1,0,0,0,2/19/11,0,0,0,0,F,40711,1,0,Married,121,12,38,0,2,0,0,0,1,0,1,0,0,0,1,580.8,SUV,1,0
CY97519,California,17086.75371,No,0,0,1,0,0,0,2002/9/11,0,0,0,0,M,26334,1,0,Married,63,3,73,2,2,1,0,0,0,1,0,0,1,0,0,453.6,Two-Door Car,0,0
FO36473,California,4298.378567,No,0,0,0,1,0,0,2/17/11,0,0,0,0,F,31414,1,0,Married,116,0,68,4,1,0,0,0,1,0,0,0,0,1,0,556.8,SUV,1,0
OD66412,California,5018.894421,No,0,0,0,0,0,1,2002/6/11,0,0,0,0,F,74423,0,1,Married,62,31,10,0,5,0,0,1,0,1,0,0,0,0,0,50.800186,Four-Door Car,1,0
IW54903,California,7200.664877,Yes,0,0,1,0,0,0,1/26/11,1,0,0,0,F,0,1,0,Married,66,16,77,0,2,0,0,0,0,1,0,0,0,0,0,316.8,Four-Door Car,1,0
RF64040,California,9591.028253,No,1,0,0,1,0,0,2001/3/11,1,0,0,0,F,0,0,1,Married,128,23,27,0,6,1,0,0,1,0,0,0,0,1,0,150.952506,SUV,1,0
CB17191,California,3240.667531,No,1,0,0,0,0,0,2/21/11,0,0,0,0,F,30646,0,1,Married,81,26,26,0,1,1,0,1,0,0,0,0,0,0,0,128.57791,Four-Door Car,1,0
OI39301,California,8906.50609,No,0,0,0,0,0,0,2002/2/11,1,0,0,0,F,0,1,0,Single,118,28,33,0,3,0,0,1,0,1,0,0,0,0,0,566.4,SUV,1,0
VY90611,California,2499.036551,No,0,0,0,0,1,0,1/27/11,0,0,0,0,F,28264,1,0,Divorced,63,22,9,0,1,1,0,0,1,1,0,0,0,0,0,364.622773,Two-Door Car,0,0
KF96171,California,8167.992322,No,0,1,0,0,0,0,2/23/11,1,0,0,0,F,0,1,0,Single,117,5,27,0,6,0,0,1,0,0,0,0,0,1,0,842.4,Two-Door Car,1,0
IJ36435,California,5811.61185,No,1,0,1,0,0,0,1/24/11,1,0,0,0,F,0,0,0,Married,79,10,22,0,8,0,0,1,0,0,1,0,0,0,0,304.550129,Four-Door Car,1,0
GX40957,California,18732.2012,No,0,0,1,0,0,0,2/22/11,0,0,0,0,F,70187,1,0,Married,117,4,61,0,2,0,0,0,1,0,1,0,0,1,0,632.16097,Sports Car,1,0
RT36566,California,5260.623466,No,0,0,0,1,0,0,2001/1/11,0,0,0,0,F,31006,1,0,Divorced,67,20,16,0,4,0,0,0,1,1,0,0,0,1,0,321.6,Four-Door Car,1,0
ML38237,California,8869.631143,No,0,0,0,0,0,0,1/19/11,1,0,0,0,F,0,1,0,Married,119,12,57,0,4,1,0,0,0,0,0,0,0,0,0,571.2,SUV,1,0
RR74547,California,2878.846941,No,1,0,0,0,0,0,2/23/11,1,0,0,0,M,0,1,0,Single,85,33,69,0,1,0,0,0,1,0,1,0,0,1,0,612,Four-Door Car,0,1
PK26805,California,2810.957053,No,0,0,0,0,0,0,2002/11/11,0,0,0,0,M,20371,1,0,Married,71,19,14,1,1,0,0,1,0,0,0,1,0,1,0,340.8,Four-Door Car,1,0
KS36311,California,2701.039719,No,0,0,1,0,0,0,2/19/11,0,0,0,0,F,39141,1,0,Married,68,22,7,0,1,0,0,0,0,1,0,0,1,0,0,402.456296,Four-Door Car,0,0
ZZ69693,California,2449.580048,No,0,0,0,0,0,0,1/23/11,1,0,0,0,M,0,1,0,Single,69,20,44,0,1,1,0,0,1,0,1,0,1,0,0,496.8,Four-Door Car,0,1
FS70572,California,9445.925985,No,1,0,1,0,0,0,2001/10/11,0,0,0,0,M,76837,0,1,Divorced,78,2,12,0,2,1,0,1,0,0,0,1,0,1,0,23.788022,Four-Door Car,0,0
LN87823,California,4414.577688,No,0,0,0,0,0,0,2001/9/11,1,0,0,0,F,0,1,0,Single,61,23,46,0,7,0,0,1,0,0,1,0,0,0,0,643.877067,Four-Door Car,1,0
XL81489,California,6785.536334,No,0,1,0,1,0,0,2/25/11,1,0,0,0,F,0,1,0,Single,197,6,22,0,1,1,0,0,1,0,0,0,0,0,0,1439.676002,Sports Car,0,0
NQ32487,California,3600.934326,Yes,0,0,0,0,0,0,2/25/11,0,0,0,1,F,25147,1,0,Single,101,7,54,0,1,0,0,1,0,0,0,0,0,0,0,694.598288,SUV,1,0
XF60649,California,7452.939191,No,0,0,0,1,0,0,2001/4/11,1,0,0,0,F,0,1,0,Single,106,5,32,0,4,0,0,1,0,0,0,0,0,0,1,763.2,SUV,1,0
VA95584,California,12723.15311,No,0,0,0,0,1,0,1/20/11,0,0,0,0,M,34665,1,0,Married,64,29,58,0,2,0,0,0,1,1,0,0,1,0,0,450.85948,Two-Door Car,0,0
FN80010,California,4312.642503,No,0,0,0,0,1,0,2001/3/11,0,1,0,0,F,25404,1,0,Divorced,112,16,4,0,1,0,0,0,1,0,0,0,1,0,0,578.175234,SUV,1,0
QX22025,California,12148.94098,No,0,0,0,0,0,0,2001/5/11,0,0,0,0,F,37025,0,0,Married,101,15,36,0,2,1,0,0,0,0,1,0,1,0,0,427.243803,SUV,1,0
ZU63258,California,3549.747466,No,0,0,0,1,0,0,1/19/11,1,0,0,0,M,0,1,0,Married,100,27,32,1,1,0,0,0,1,1,0,0,0,0,0,480,SUV,1,0
IC74050,California,6153.394838,No,0,1,0,0,0,0,1/19/11,0,1,0,0,F,23939,1,0,Married,160,33,78,1,1,0,0,1,0,0,0,0,0,1,0,768,SUV,1,0
JX80723,California,6272.416823,No,1,0,1,0,0,0,2002/4/11,0,0,0,0,M,76673,0,1,Divorced,80,2,59,1,4,0,0,0,0,0,0,0,1,0,0,56.082107,Four-Door Car,1,0
CT50487,California,2851.161121,No,0,0,0,0,0,0,2002/10/11,0,0,0,0,F,55274,1,0,Married,71,14,35,0,1,1,0,0,1,1,0,0,0,1,0,484.728153,Two-Door Car,1,0
VT16570,California,6781.125672,No,1,0,1,0,0,0,1/20/11,0,0,0,0,F,30324,0,1,Divorced,86,15,67,0,8,1,0,1,0,0,0,0,0,1,0,143.943749,Four-Door Car,1,0
YW94562,California,4985.239225,No,0,0,1,0,0,0,2001/10/11,0,0,0,0,F,31702,1,0,Married,63,13,3,1,7,0,0,1,0,0,0,0,0,0,1,302.4,Four-Door Car,1,0
JG83075,California,6725.043747,No,1,0,1,0,0,0,2/21/11,1,0,0,0,F,0,1,0,Single,95,15,8,0,5,1,0,0,1,0,0,0,0,0,0,684,Four-Door Car,1,0
SZ61563,California,36632.53432,No,1,0,0,1,0,0,1/21/11,0,0,0,0,M,70908,0,0,Divorced,132,0,71,1,2,0,0,1,0,0,0,0,0,1,0,521.444011,SUV,1,0
JO60130,California,5838.89915,Yes,0,0,0,0,0,0,2001/6/11,0,0,0,0,M,81082,0,0,Married,73,5,85,0,4,0,0,1,0,1,0,0,0,0,0,281.295903,Four-Door Car,0,1
BG55927,California,12206.89208,No,0,1,1,0,0,0,2001/9/11,0,1,0,0,F,17705,1,0,Married,108,7,19,1,2,0,0,0,1,1,0,0,0,0,0,668.73901,Two-Door Car,1,0
BS53322,California,14196.96535,No,0,0,0,0,0,0,2001/6/11,0,0,0,0,F,77738,0,0,Married,118,18,47,0,2,0,0,0,1,1,0,0,0,1,0,463.457352,SUV,0,0
FZ13256,California,2670.797821,No,0,0,0,1,0,0,2/22/11,1,0,0,0,F,0,1,0,Single,72,18,41,0,1,1,0,0,0,0,0,0,0,0,1,366.277224,Four-Door Car,1,0
CM38959,California,8033.910862,No,0,0,1,0,0,0,1/30/11,0,0,0,0,F,70311,1,0,Married,66,18,15,0,2,0,0,0,1,0,0,0,1,0,0,341.395103,Two-Door Car,1,0
FS38926,California,9685.542977,No,1,0,0,1,0,0,2/22/11,0,0,0,0,F,66022,0,1,Married,239,17,80,0,1,0,0,1,0,0,0,1,0,0,1,538.229502,Luxury Car,1,0
EN31802,California,36168.34106,No,0,0,0,0,0,0,2001/9/11,0,0,0,0,M,74140,1,0,Married,101,31,23,2,2,0,0,0,0,1,0,0,0,0,1,484.8,SUV,1,0
TO18404,California,10453.2558,No,1,0,0,1,0,0,1/22/11,0,0,0,0,F,73604,0,0,Divorced,88,12,75,0,2,1,0,0,1,1,0,0,0,0,0,398.19284,Two-Door Car,1,0
VQ53427,California,5406.694854,No,0,0,1,0,0,0,1/14/11,0,0,1,0,M,21855,1,0,Married,74,21,49,1,6,1,0,1,0,0,0,0,0,0,1,355.2,Four-Door Car,1,0
OT50011,California,2671.166649,No,0,0,0,0,1,0,1/26/11,0,0,1,0,F,23305,0,1,Married,68,25,26,0,1,0,0,1,0,1,0,0,1,0,0,127.157137,Four-Door Car,1,0
OO96627,California,3531.348165,No,1,0,0,0,0,0,2002/11/11,1,0,0,0,M,0,1,0,Single,98,23,46,0,1,1,0,0,1,1,0,0,0,1,0,958.502743,Two-Door Car,0,0
BN77676,California,4835.569505,No,0,0,0,0,0,0,2001/5/11,1,0,0,0,M,0,1,0,Single,71,11,71,0,6,0,0,1,0,0,1,0,0,0,0,511.2,Four-Door Car,1,0
JT64945,California,13422.06378,No,0,0,1,0,0,0,2002/5/11,0,0,0,0,F,65024,0,0,Married,67,17,15,0,2,0,0,1,0,1,0,0,0,1,0,189.869329,Four-Door Car,1,0
BO58202,California,2424.224662,No,0,0,0,1,0,0,1/13/11,0,1,0,0,F,22590,0,1,Single,67,7,61,0,1,0,0,0,1,0,0,0,0,1,0,85.68352,Two-Door Car,1,0
UR71715,California,2983.110414,No,1,0,1,0,0,0,1/16/11,1,0,0,0,M,0,1,0,Single,91,3,57,0,1,0,0,0,1,0,0,1,0,1,0,436.8,Four-Door Car,0,0
GM84292,California,14723.40712,No,1,0,0,0,1,0,1/13/11,0,0,0,0,F,38401,1,0,Married,92,17,62,0,2,1,0,0,0,0,0,0,0,0,0,441.6,Four-Door Car,1,0
DW20514,California,8438.463783,No,0,0,1,0,0,0,1/17/11,0,1,0,0,M,25539,1,0,Married,112,15,63,0,3,0,0,0,1,0,0,0,0,0,1,585.069825,SUV,0,0
WZ45123,California,14435.67365,Yes,0,1,0,0,1,0,1/26/11,0,0,0,0,M,60880,0,1,Married,119,25,89,0,2,0,0,1,0,0,0,0,0,0,0,109.906628,Two-Door Car,1,0
LW11571,California,2690.069754,No,0,0,0,1,0,0,2002/7/11,0,0,0,0,M,87313,1,0,Divorced,67,4,5,0,1,0,0,0,0,1,0,0,0,0,0,321.6,Four-Door Car,0,0
TI48450,California,7948.544751,No,0,0,1,0,0,0,2/15/11,0,0,0,0,M,23916,1,0,Married,68,33,86,0,2,1,0,0,1,0,0,1,0,1,0,481.113765,Two-Door Car,1,0
CZ62883,California,11378.88711,No,1,0,0,1,0,0,2001/7/11,0,0,0,0,F,34854,1,0,Married,95,35,50,0,2,1,0,1,0,1,0,0,0,1,0,456,Four-Door Car,1,0
BY88565,California,5219.754045,No,0,0,1,0,0,0,2/23/11,0,0,0,0,F,48203,1,0,Divorced,66,20,47,0,6,0,0,1,0,0,0,1,0,1,0,413.238845,Four-Door Car,1,0
EB61889,California,9486.037005,No,1,0,0,0,0,0,2/28/11,0,0,1,0,M,25322,1,0,Divorced,126,23,52,0,3,1,0,0,1,0,1,0,0,1,0,886.033554,Sports Car,1,0
GX22027,California,4762.557323,No,0,0,0,1,0,0,2002/4/11,0,0,1,0,F,16656,1,0,Married,63,11,53,1,9,0,0,1,0,0,0,0,1,0,0,302.4,Two-Door Car,1,0
